,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
1752,H,18,33,L,W,L,L,D,W,-13,6,-15,-4,5.0
1753,A,44,34,D,W,L,W,L,L,4,-6,10,0,10.0
1754,H,47,31,W,D,W,W,L,W,21,0,16,7,-3.0
1755,D,16,36,L,L,D,D,L,L,-23,6,-20,-3,9.0
1756,H,15,37,L,D,L,L,W,L,-16,13,-22,-7,8.0
1757,H,13,31,L,D,D,W,D,W,-27,6,-18,-5,4.0
1758,H,48,29,L,D,W,W,D,W,27,-5,19,2,-4.0
1759,A,25,30,W,W,L,W,W,D,-12,-1,-5,3,7.0
1760,A,51,50,W,L,D,W,W,D,28,23,1,-3,-2.0
1761,H,33,33,W,W,W,L,L,D,0,3,0,5,-7.0
1762,A,37,37,W,W,L,L,L,W,-5,11,0,3,3.0
1763,H,27,37,L,L,L,D,D,L,-8,6,-10,-4,2.0
1764,D,16,21,W,L,D,W,L,W,-25,-10,-5,-1,0.0
1765,H,26,18,L,L,L,W,L,D,-3,-14,8,-1,-2.0
1766,A,25,61,L,W,W,W,W,W,-13,40,-36,-6,13.0
1767,H,44,17,L,D,W,D,L,L,3,-23,27,2,-3.0
1768,D,28,31,W,W,D,L,W,L,-9,-2,-3,4,3.0
1769,D,31,29,L,W,D,L,W,D,4,-6,2,1,11.0
1770,A,32,51,D,L,W,L,W,L,-2,26,-19,0,5.0
1771,A,22,36,D,W,L,W,W,W,-10,2,-14,-6,12.0
1772,H,40,29,W,L,L,D,W,W,12,-9,11,-5,-5.0
1773,H,53,29,W,W,W,W,L,L,25,-2,24,10,-7.0
1774,H,37,25,L,D,D,L,L,W,5,-14,12,-4,-4.0
1775,D,30,37,D,L,W,L,W,W,-6,-6,-7,2,-2.0
1776,H,17,17,L,D,L,D,W,L,-24,-25,0,-4,0.0
1777,H,33,30,L,L,L,W,L,L,1,-7,3,0,2.0
1778,D,64,32,W,W,W,D,L,W,41,4,32,7,-14.0
1779,D,18,47,L,W,L,W,L,D,-15,4,-29,-3,-5.0
1780,H,29,43,L,W,L,W,W,L,-4,14,-14,-6,6.0
1781,H,25,20,L,L,L,W,L,D,-15,-23,5,2,-5.0
1782,D,39,40,W,W,W,W,L,D,3,6,-1,10,-3.0
1783,A,48,65,D,W,L,D,W,W,4,41,-17,-5,15.0
1784,A,30,32,L,W,L,L,D,L,-9,-4,-2,-1,7.0
1785,A,33,56,D,D,L,W,W,W,4,27,-23,-7,13.0
1786,H,54,22,W,L,W,L,D,W,28,-11,32,0,-19.0
1787,D,17,19,L,D,W,D,L,W,-26,-15,-2,0,8.0
1788,A,32,48,L,D,L,D,W,L,-4,4,-16,-4,-11.0
1789,H,22,29,L,D,W,L,W,L,-11,-4,-7,4,10.0
1790,H,59,30,W,W,W,L,L,W,29,-10,29,12,-10.0
1791,D,20,57,D,D,L,W,W,L,-15,32,-37,-4,11.0
1792,H,39,29,W,W,L,L,L,D,5,-13,10,-1,6.0
1793,D,41,39,D,W,L,D,D,L,6,-6,2,-2,4.0
1794,H,34,40,W,D,D,D,W,W,-5,3,-6,-5,-3.0
1795,A,20,33,L,W,L,L,D,D,-26,2,-13,-1,4.0
1796,H,57,30,W,W,L,L,L,W,32,-10,27,6,-12.0
1797,H,35,41,W,L,D,D,W,L,-3,6,-6,1,-5.0
1798,D,22,59,L,L,D,W,W,W,-15,29,-37,-11,17.0
1799,D,29,39,L,L,D,D,D,L,-13,-6,-10,-1,2.0
1800,H,37,43,W,W,D,L,L,W,-4,11,-6,2,1.0
1801,A,20,71,L,L,W,W,W,D,-27,44,-51,-9,18.0
1802,H,21,39,D,D,D,L,W,W,-15,4,-18,0,-3.0
1803,A,51,31,W,L,D,W,W,L,5,-11,20,1,2.0
1804,H,21,32,W,D,L,L,W,L,-24,-4,-11,2,10.0
1805,A,36,40,W,L,D,L,D,W,3,2,-4,-5,8.0
1806,H,71,21,W,W,D,W,D,L,44,-24,50,5,-18.0
1807,H,40,39,D,D,D,L,W,W,-6,4,1,0,-8.0
1808,D,43,31,L,L,W,W,W,L,11,-11,12,0,-11.0
1809,A,31,58,W,W,L,D,W,W,-11,32,-27,-4,14.0
1810,H,43,20,W,L,D,L,L,L,3,-29,23,7,-12.0
1811,A,43,21,W,D,D,L,W,D,-4,-25,22,1,-13.0
1812,H,74,26,W,W,W,D,W,L,45,-13,48,8,-18.0
1813,H,63,30,D,W,W,L,D,L,30,-14,33,11,-6.0
1814,D,30,38,L,L,L,D,W,W,-14,-4,-8,-6,8.0
1815,H,39,36,L,L,W,L,W,L,2,2,3,1,-1.0
1816,H,32,38,L,L,W,W,L,W,-6,-3,-6,-1,4.0
1817,H,44,51,D,L,L,L,W,L,11,4,-7,0,-13.0
1818,A,42,24,L,D,D,W,D,D,4,-14,18,-1,-1.0
1819,H,61,20,W,D,W,L,L,L,35,-29,41,7,-19.0
1820,D,35,42,W,L,L,W,L,L,-4,3,-7,-3,-5.0
1821,D,43,36,L,W,D,L,L,W,-7,1,7,2,-9.0
1822,A,26,42,L,D,W,L,L,D,-16,2,-16,-1,9.0
1823,H,47,46,W,D,L,W,W,L,12,4,1,-3,-4.0
1824,D,66,32,W,D,W,L,D,W,31,-12,34,6,-12.0
1825,A,38,38,L,D,W,L,W,L,-7,-5,0,2,-1.0
1826,A,27,77,W,W,D,W,W,W,-12,48,-50,-4,10.0
1827,H,33,31,W,L,D,D,L,L,-12,-14,2,3,-4.0
1828,H,24,51,W,L,W,L,L,W,-22,3,-27,3,3.0
1829,H,32,27,L,D,W,W,W,D,-12,-12,5,-2,3.0
1830,H,46,33,L,W,W,L,W,L,3,-14,13,3,-1.0
1831,D,80,36,W,W,W,D,W,L,50,-4,44,8,-8.0
1832,H,37,50,D,L,L,W,W,D,1,13,-13,-3,12.0
1833,A,45,67,W,L,L,W,W,W,3,39,-22,-8,10.0
1834,H,20,67,L,L,L,D,W,D,-33,31,-47,-11,17.0
1835,H,31,44,L,D,L,D,L,W,-16,-7,-13,-5,6.0
1836,D,41,27,W,L,W,W,W,L,-2,-21,14,-1,-14.0
1837,H,51,26,L,L,L,L,L,D,2,-17,25,-1,-3.0
1838,H,43,38,D,W,L,L,L,D,3,-8,5,0,10.0
1839,D,36,31,D,W,L,L,D,L,-4,-16,5,6,-3.0
1840,A,44,49,L,D,L,W,L,W,-9,5,-5,-4,-1.0
1841,D,26,23,L,L,L,W,L,L,-21,-31,3,1,0.0
1842,D,34,40,D,L,W,W,D,L,-14,2,-6,-2,-7.0
1843,D,50,46,L,W,W,W,D,W,12,4,4,0,-11.0
1844,A,27,42,L,L,W,D,W,L,-17,-2,-15,0,6.0
1845,D,49,27,W,L,W,L,L,W,5,-17,22,2,-4.0
1846,D,45,34,L,W,L,D,L,W,2,-14,11,-1,2.0
1847,D,42,44,D,W,L,L,D,L,-2,-9,-2,2,-1.0
1848,H,36,26,W,D,L,L,L,L,-9,-21,10,4,-5.0
1849,D,81,70,D,W,W,W,W,W,50,40,11,0,1.0
1850,H,57,67,W,W,L,L,L,D,7,28,-10,1,14.0
1851,H,41,38,D,W,D,D,D,D,2,-4,3,-1,6.0
1852,H,24,38,D,W,L,L,L,L,-31,-10,-14,3,15.0
1853,A,35,51,D,W,L,D,L,W,-14,12,-16,-3,9.0
1854,D,47,29,D,W,D,D,D,W,4,-21,18,0,-5.0
1855,D,45,52,W,D,W,W,W,L,-1,6,-7,-2,-2.0
1856,D,39,41,W,W,D,D,W,D,-8,2,-2,3,-1.0
1857,H,82,35,D,D,W,D,D,L,50,-14,47,6,-7.0
1858,H,27,51,D,L,L,D,L,W,-21,12,-24,-6,16.0
1859,D,57,38,W,W,L,D,D,D,7,-4,19,0,7.0
1860,H,49,29,W,D,L,L,D,D,6,-25,20,-1,-9.0
1861,H,27,45,W,D,W,D,L,L,-30,-10,-18,5,13.0
1862,H,70,39,W,L,L,D,L,L,29,-10,31,6,-2.0
1863,H,35,28,L,D,W,D,L,L,-15,-18,7,1,1.0
1864,H,74,48,W,D,W,D,D,W,41,4,26,4,-14.0
1865,D,29,40,L,D,D,D,W,W,-25,-8,-11,0,5.0
1866,D,39,49,D,L,L,W,D,L,-10,6,-10,-6,-6.0
1867,H,38,40,L,D,D,D,W,W,-7,-8,-2,-2,-5.0
1868,A,53,85,D,W,W,W,D,D,6,52,-32,-1,6.0
1869,H,35,58,L,D,D,D,W,W,-16,7,-23,-2,-8.0
1870,D,54,50,L,W,D,D,W,D,12,6,4,-1,-7.0
1871,H,45,38,D,W,D,W,L,D,5,-12,7,2,3.0
1872,D,40,30,D,D,L,W,L,D,-10,-21,10,-2,-15.0
1873,H,28,30,L,D,L,W,W,D,-21,-29,-2,-9,-8.0
1874,A,45,73,L,D,L,W,W,L,-11,33,-28,-5,4.0
1875,H,48,47,L,D,D,D,D,W,3,-1,1,-3,9.0
1876,A,30,77,D,L,D,W,W,D,-25,43,-47,-7,19.0
1877,A,38,40,W,L,D,D,D,L,-14,-10,-2,3,4.0
1878,A,47,45,D,D,W,D,W,D,-1,5,2,0,-10.0
1879,A,41,38,D,D,W,W,L,D,-8,-14,3,4,6.0
1880,H,91,45,W,W,W,L,L,D,55,-15,46,10,-5.0
1881,D,31,31,D,W,L,W,L,D,-21,-20,0,1,8.0
1882,H,61,43,W,L,D,W,D,D,7,-8,18,5,12.0
1883,D,74,30,D,W,W,L,D,L,33,-27,44,4,-17.0
1884,H,51,51,D,D,W,W,L,D,6,7,0,-2,-4.0
1885,H,30,42,L,W,W,W,D,L,-30,-6,-12,4,10.0
1886,D,38,54,L,W,L,L,D,D,-14,4,-16,-1,5.0
1887,H,80,55,W,W,W,D,L,W,45,12,25,8,-3.0
1888,A,74,91,D,W,W,W,W,W,33,55,-17,-4,1.0
1889,H,80,61,W,W,W,W,L,D,45,7,19,3,-16.0
1890,H,42,83,L,W,D,W,W,W,-7,52,-41,-8,9.0
1891,H,55,61,D,L,D,L,W,L,4,0,-6,-1,-9.0
1892,D,45,32,L,L,L,D,D,W,-16,-21,13,-5,-13.0
1893,H,41,33,W,L,W,W,L,W,-14,-29,8,-3,-11.0
1894,H,55,47,L,D,L,L,L,D,10,-6,8,0,-2.0
1895,D,51,54,W,W,D,W,D,D,8,7,-3,2,5.0
1896,D,43,94,L,W,D,W,W,W,-10,57,-51,-8,3.0
1897,A,32,74,D,W,L,L,D,W,-20,31,-42,-2,9.0
1898,D,51,41,L,W,L,L,L,D,6,-11,10,0,0.0
1899,H,31,39,D,L,D,D,L,W,-27,-14,-8,-2,7.0
1930,A,7,9,D,W,W,W,W,W,4,6,-2,-2,8.0
1931,A,4,1,L,W,D,L,L,D,-3,-4,3,3,5.0
1932,A,4,4,L,D,W,W,L,D,1,1,0,0,14.0
1933,H,3,0,W,L,L,L,L,L,-1,-4,3,3,0.0
1934,A,4,9,W,L,D,W,W,W,1,6,-5,-5,-4.0
1935,A,1,9,L,D,L,W,W,W,-4,5,-8,-8,11.0
1936,A,1,9,L,L,D,W,W,W,-4,6,-8,-8,1.0
1937,H,9,0,W,W,W,L,L,L,6,-4,9,9,-19.0
1938,A,3,1,L,W,L,D,L,L,-2,-3,2,2,-12.0
1939,D,9,7,W,W,W,W,W,D,5,2,2,2,-5.0
1940,H,4,6,L,W,L,L,W,L,-2,3,-2,-2,5.0
1941,D,1,4,L,L,D,W,L,L,-6,-3,-3,-3,1.0
1942,D,7,6,L,D,W,D,D,W,2,1,1,1,4.0
1943,A,4,6,L,L,W,W,W,L,-4,0,-2,-2,-3.0
1944,D,7,4,W,W,L,L,D,W,2,-2,3,3,-9.0
1945,H,7,5,W,L,D,W,D,L,5,0,2,2,10.0
1946,D,5,7,W,D,L,L,D,W,0,2,-2,-2,1.0
1947,A,12,12,W,W,W,W,W,W,7,8,0,0,10.0
1948,A,4,7,W,L,L,W,L,D,-3,5,-3,-3,-7.0
1949,D,1,4,L,D,L,W,L,L,-4,-3,-3,-3,4.0
1950,D,0,4,L,L,L,L,L,L,-7,-5,-4,-4,3.0
1951,A,5,2,D,L,D,D,L,L,-2,-6,3,3,1.0
1952,D,7,11,D,D,D,D,D,W,1,5,-4,-4,2.0
1953,A,11,8,D,W,W,D,W,W,3,2,3,3,2.0
1954,D,7,7,D,W,W,W,L,W,0,-1,0,0,13.0
1955,H,9,3,W,L,W,L,L,L,5,-5,6,6,-2.0
1956,D,4,7,L,W,L,D,D,D,-4,1,-3,-3,7.0
1957,H,8,4,D,W,W,W,L,D,2,-3,4,4,-10.0
1958,H,15,5,W,W,W,L,W,D,10,-4,10,10,-9.0
1959,A,3,7,L,L,L,D,W,W,-5,0,-4,-4,-16.0
1960,A,11,5,L,D,D,L,D,L,4,-5,6,3,-12.0
1961,H,5,11,W,D,L,L,D,W,-3,2,-6,-5,6.0
1962,A,5,15,D,L,L,W,L,W,-5,6,-10,-8,6.0
1963,D,11,10,D,W,W,D,W,L,6,5,1,1,18.0
1964,A,8,1,D,W,L,D,L,L,-1,-7,7,6,-13.0
1965,H,9,5,D,D,L,L,D,W,2,-4,4,2,-4.0
1966,H,5,5,L,D,L,D,L,L,-5,-5,0,1,-2.0
1967,A,15,9,W,L,W,D,D,L,6,2,6,6,2.0
1968,A,5,11,L,D,W,L,D,D,-4,4,-6,-4,10.0
1969,D,5,5,D,W,L,W,D,L,-3,-3,0,0,2.0
1970,D,4,12,W,D,L,D,D,W,-5,6,-8,-4,0.0
1971,H,13,6,W,D,W,D,D,L,6,-4,7,5,-10.0
1972,A,6,8,L,D,L,L,D,W,-5,-3,-2,-2,3.0
1973,A,10,21,W,L,D,W,W,W,-1,13,-11,-9,4.0
1974,H,11,3,L,L,D,L,L,L,1,-8,8,7,4.0
1975,H,13,14,W,W,D,W,W,D,2,4,-1,0,14.0
1976,H,21,14,W,W,W,W,W,D,13,4,7,2,-5.0
1977,H,10,8,W,L,D,W,L,D,-1,-4,2,1,-10.0
1978,D,8,5,L,D,W,L,D,W,-3,-4,3,2,-9.0
1979,A,4,14,W,D,L,W,L,D,-5,5,-10,-4,17.0
1980,H,15,3,W,W,D,L,L,L,4,-10,12,8,5.0
1981,H,5,13,L,L,D,L,W,D,-8,5,-8,-6,15.0
1982,H,16,9,W,W,W,D,W,W,3,-2,7,5,6.0
1983,A,6,6,L,D,D,L,L,D,-5,-6,0,1,2.0
1984,H,14,12,W,L,L,L,D,D,3,5,2,-1,-12.0
1985,D,16,5,D,L,W,L,L,L,5,-6,11,3,-2.0
1986,H,13,14,L,W,D,W,L,L,5,3,-1,0,-6.0
1987,A,6,16,L,L,D,W,W,W,-6,3,-10,-9,-10.0
1988,H,11,6,W,W,L,L,D,D,-2,-5,5,2,3.0
1989,H,5,10,L,L,L,L,W,L,-6,-3,-5,-1,8.0
1990,D,18,18,D,W,W,W,W,W,7,6,0,-3,-6.0
1991,A,7,19,D,D,L,W,D,L,-4,6,-12,-1,5.0
1992,H,14,8,L,L,W,W,L,L,-1,-7,6,3,-11.0
1993,D,4,27,D,L,L,W,W,W,-10,20,-23,-14,3.0
1994,H,9,5,L,D,W,L,D,W,-3,-7,4,3,-6.0
1995,H,15,12,W,L,D,D,W,L,6,-2,3,0,13.0
1996,A,6,4,L,L,D,D,L,L,-6,-10,2,1,8.0
1997,A,19,14,W,D,L,L,L,W,6,-1,5,0,5.0
1998,H,27,11,W,W,W,L,W,W,20,-3,16,8,-14.0
1999,H,13,15,W,L,W,W,L,D,-1,6,-2,-1,-15.0
2000,H,12,18,L,D,W,L,D,W,-3,4,-6,-2,4.0
2001,A,5,7,L,L,D,L,D,D,-8,-5,-2,2,4.0
2002,D,19,17,D,W,W,D,W,L,6,6,2,3,7.0
2003,H,22,9,W,W,W,W,D,L,6,-4,13,11,7.0
2004,A,8,12,L,W,L,W,L,D,-9,-2,-4,-6,3.0
2005,H,17,9,L,W,W,L,W,L,3,-7,8,2,-2.0
2006,H,17,5,D,W,L,L,L,D,6,-8,12,3,-18.0
2007,A,9,16,L,W,L,W,W,L,-7,1,-7,-5,5.0
2008,H,14,19,W,L,W,L,W,D,-1,5,-5,2,4.0
2009,H,9,17,W,D,L,L,W,W,-4,3,-8,-2,5.0
2010,H,15,6,W,W,L,L,L,L,1,-9,9,9,2.0
2011,A,10,25,W,L,D,W,W,W,-2,8,-15,-10,-4.0
2012,H,18,8,W,L,W,L,L,W,5,-12,10,4,3.0
2013,H,10,15,W,W,D,W,L,D,-8,0,-5,0,-3.0
2014,H,21,31,W,L,D,W,D,W,5,22,-10,-3,2.0
2015,H,20,20,W,W,L,D,D,W,2,6,0,-2,-3.0
2016,A,19,21,L,L,W,W,L,D,2,5,-2,-6,8.0
2017,H,31,15,W,D,W,W,W,L,22,1,16,3,-13.0
2018,H,19,10,W,W,W,W,L,D,4,-2,9,7,-11.0
2019,D,20,14,W,L,W,L,W,L,5,-3,6,0,-7.0
2020,A,5,9,L,L,L,L,L,L,-13,-11,-4,-2,10.0
2021,H,8,10,L,L,L,L,W,W,-13,-12,-2,-4,13.0
2022,A,25,23,L,W,W,W,W,D,7,9,2,2,18.0
2023,H,15,12,L,W,L,W,L,W,-1,-4,3,0,-6.0
2024,D,20,19,L,D,D,D,W,L,5,5,1,1,-11.0
2025,H,23,17,W,W,D,W,L,W,9,0,6,1,-13.0
2026,H,9,19,L,L,L,L,L,L,-11,0,-10,-1,-1.0
2027,A,20,22,L,W,L,W,W,W,4,5,-2,-3,3.0
2028,A,10,31,L,W,L,L,W,D,-4,21,-21,-5,15.0
2029,A,5,6,L,L,L,L,L,L,-13,-10,-1,1,8.0
2030,A,25,21,L,L,W,D,L,D,6,5,4,3,11.0
2031,H,13,18,W,L,W,L,W,W,-11,-1,-5,1,-10.0
2032,H,12,23,L,W,L,L,W,W,-5,2,-11,-2,7.0
2033,D,18,11,W,L,W,W,L,L,0,-9,7,1,-10.0
2034,A,19,27,L,D,W,W,W,W,4,8,-8,-3,17.0
2035,A,5,25,L,L,L,W,W,W,-15,7,-20,-15,15.0
2036,A,18,13,D,W,L,W,L,W,0,-11,5,-3,11.0
2037,H,23,26,L,W,W,W,W,W,2,12,-3,-4,4.0
2038,H,34,18,W,L,W,W,L,W,24,0,16,3,-6.0
2039,H,25,25,W,W,W,L,L,W,7,6,0,6,-15.0
2040,H,30,10,W,W,W,L,L,L,11,-9,20,9,-13.0
2041,D,18,15,L,L,W,W,W,L,-2,-8,3,3,4.0
2042,H,24,5,W,D,L,L,L,L,6,-16,19,6,-11.0
2043,D,12,15,D,W,L,W,L,W,-9,-4,-3,-5,4.0
2044,A,19,21,L,L,L,L,D,L,-4,3,-2,-4,3.0
2045,A,9,22,L,W,L,W,L,D,-10,5,-13,-4,-8.0
2046,H,9,15,L,W,L,W,L,W,-10,-4,-6,-6,-1.0
2047,H,18,22,L,D,W,W,L,D,-3,5,-4,0,-5.0
2048,D,26,15,W,L,W,W,W,L,4,-8,11,6,-4.0
2049,H,19,5,L,L,L,L,L,L,-4,-16,14,0,-9.0
2050,H,40,25,W,W,W,L,L,L,27,2,15,9,-19.0
2051,H,31,19,W,W,W,L,D,W,12,-1,12,8,-2.0
2052,H,19,26,D,L,L,L,L,W,-2,9,-7,-2,12.0
2053,H,13,24,D,D,W,W,L,D,-9,6,-11,-2,9.0
2054,D,31,17,D,W,W,D,W,W,11,-9,14,3,-1.0
2055,H,27,10,W,W,D,L,L,L,7,-12,17,5,-7.0
2056,A,17,22,D,W,W,L,W,L,-9,4,-5,3,-16.0
2057,H,31,25,D,W,W,L,L,L,11,2,6,10,-17.0
2058,A,16,31,D,W,W,D,W,W,-8,11,-15,-6,7.0
2059,A,17,27,D,W,W,D,W,L,-9,4,-10,0,-2.0
2060,H,16,21,L,D,W,W,L,L,-5,-4,-5,0,-2.0
2061,H,24,12,L,W,L,L,W,L,4,-12,12,-2,-4.0
2062,H,10,16,L,L,L,W,D,D,-14,-7,-6,-8,-1.0
2063,A,25,22,W,L,W,W,D,L,5,-1,3,0,6.0
2064,H,25,22,L,L,L,L,W,L,-2,-5,3,-3,9.0
2065,A,26,43,L,L,L,W,W,W,7,28,-17,-6,1.0
2066,D,19,30,L,L,D,W,W,W,-3,9,-11,-6,-2.0
2067,H,17,17,D,D,W,L,D,W,-8,-10,0,1,6.0
2068,A,22,26,L,W,L,L,L,L,-5,7,-4,-3,9.0
2069,H,43,16,W,W,W,L,D,W,28,-5,27,5,-12.0
2070,H,37,25,W,W,W,W,W,D,16,1,12,8,-9.0
2071,H,37,16,W,W,D,L,W,D,17,-8,21,5,-14.0
2072,A,20,21,D,L,L,L,W,L,-3,-5,-1,1,-8.0
2073,D,13,25,W,L,L,L,W,L,-13,3,-12,-3,-4.0
2074,D,5,31,L,L,L,D,W,D,-21,8,-26,-8,14.0
2075,H,31,12,D,W,W,L,L,W,9,-14,19,5,-3.0
2076,H,28,27,W,L,L,W,L,W,1,7,1,-4,12.0
2077,H,29,13,W,L,L,W,L,L,8,-13,16,3,-14.0
2078,D,12,37,L,L,W,W,W,D,-14,17,-25,-7,9.0
2079,A,17,37,L,L,D,W,W,W,-14,16,-20,-8,-1.0
2080,D,19,20,L,W,L,W,L,D,-5,-6,-1,-1,3.0
2081,A,27,49,L,W,L,W,W,W,6,31,-22,-9,7.0
2082,H,16,34,L,L,W,W,D,W,-11,11,-18,-8,8.0
2083,A,26,31,D,L,W,W,W,L,3,2,-5,1,0.0
2084,D,20,32,W,L,D,W,W,L,-6,12,-12,2,8.0
2085,H,25,26,W,L,L,D,L,W,-4,3,-1,-1,-9.0
2086,H,49,13,W,W,W,D,L,L,31,-14,36,11,-11.0
2087,H,40,16,W,W,W,L,L,W,17,-11,24,10,-12.0
2088,H,40,31,W,W,W,L,D,W,20,5,9,5,-3.0
2089,D,20,27,L,D,L,L,W,L,-5,6,-7,-4,-1.0
2090,H,14,20,L,D,W,D,L,W,-17,-5,-6,-1,3.0
2091,A,6,17,L,D,L,L,L,L,-22,-20,-11,0,16.0
2092,H,34,25,L,W,D,L,L,W,9,-3,9,3,-5.0
2093,A,34,27,W,W,W,W,W,L,4,0,7,0,5.0
2094,H,13,34,L,D,L,W,W,W,-16,4,-21,-5,-8.0
2095,H,27,14,W,W,L,L,D,W,0,-17,13,5,-1.0
2096,D,32,41,D,L,D,D,W,W,5,17,-9,-7,1.0
2097,H,17,25,L,L,L,L,W,L,-20,-6,-8,-5,-7.0
2098,H,20,6,D,L,W,L,D,L,-5,-22,14,4,-7.0
2099,D,25,21,L,L,W,D,L,D,-3,-5,4,5,7.0
2100,A,19,22,L,W,L,D,D,W,-10,-6,-3,0,7.0
2101,A,26,55,L,L,D,W,W,W,-1,34,-29,-11,19.0
2102,D,34,44,D,D,W,W,D,W,12,23,-10,-5,-1.0
2103,A,28,37,D,L,L,W,L,W,5,11,-9,-6,-1.0
2104,H,34,22,D,D,W,D,D,L,12,-5,12,5,-5.0
2105,A,22,26,D,D,W,L,L,D,-6,-1,-4,2,-10.0
2106,D,30,33,W,W,W,D,D,L,1,5,-3,6,9.0
2107,H,28,16,W,L,W,W,L,D,-4,-14,12,2,-1.0
2108,H,20,26,L,D,L,D,L,L,-6,-3,-6,-3,-1.0
2109,H,44,37,W,D,W,W,L,W,18,11,7,3,-4.0
2110,H,28,45,L,D,L,D,W,D,3,23,-17,-7,5.0
2111,A,17,23,L,W,L,W,W,L,-17,-17,-6,1,12.0
2112,A,6,58,L,L,L,W,W,W,-24,36,-52,-14,19.0
2113,A,34,19,L,L,W,L,L,W,-1,-11,15,6,3.0
2114,H,16,17,L,W,L,L,W,L,-16,-17,-1,-3,-4.0
2115,H,36,28,W,D,D,L,D,L,7,3,8,2,-2.0
2116,H,23,37,W,W,L,W,D,D,-17,19,-14,-5,2.0
2117,A,22,34,L,D,D,L,L,W,-12,-1,-12,-6,-13.0
2118,A,26,31,L,D,L,D,W,W,-4,1,-5,-6,-1.0
2119,D,40,25,W,W,L,W,D,D,13,-5,15,2,-1.0
2120,A,22,9,W,L,L,W,L,L,-10,-23,13,2,-3.0
2121,D,61,30,W,W,W,D,D,W,37,-4,31,7,-10.0
2122,H,45,45,L,D,W,D,L,W,21,17,0,0,-2.0
2123,H,29,26,W,L,L,W,W,L,-2,-4,3,-3,7.0
2124,D,30,22,D,D,W,W,L,L,-4,-10,8,2,-6.0
2125,H,26,40,W,W,L,L,W,W,-4,12,-14,-2,4.0
2126,A,9,22,W,L,L,L,L,D,-23,-13,-13,2,13.0
2127,D,34,26,L,L,L,W,W,W,-2,-16,8,-3,16.0
2128,A,37,29,L,W,D,W,L,L,18,-2,8,4,-18.0
2129,D,25,61,L,W,D,W,W,W,-6,37,-36,-7,9.0
2130,H,37,48,W,W,D,W,L,D,3,22,-11,5,12.0
2131,D,45,20,L,D,L,D,W,L,15,-11,25,-2,-7.0
2132,H,31,26,L,W,L,L,L,L,3,-8,5,3,-6.0
2133,D,17,38,L,L,L,D,D,W,-23,7,-21,-4,10.0
2134,A,20,37,D,W,L,L,L,W,-11,17,-17,2,10.0
2135,D,38,37,D,D,W,W,L,L,7,-1,1,1,-14.0
2136,H,29,31,W,W,W,L,W,L,-15,3,-2,8,-4.0
2137,H,48,26,W,L,D,L,W,W,22,-5,22,1,-10.0
2138,A,25,26,W,L,L,D,L,W,-10,-6,-1,-1,-3.0
2139,H,26,17,L,L,L,L,L,L,-8,-23,9,-2,-2.0
2140,H,23,37,D,L,W,L,W,W,-11,1,-14,-6,2.0
2141,H,35,9,W,W,W,L,L,W,0,-28,26,6,0.0
2142,H,63,45,D,D,W,L,L,D,37,13,18,7,-4.0
2143,H,41,33,L,D,L,W,L,D,11,-4,8,-1,-2.0
2144,H,33,45,W,L,D,L,L,D,-4,13,-12,4,6.0
2145,D,40,39,W,L,L,D,D,D,19,7,1,0,-4.0
2146,A,27,29,D,D,L,W,L,L,-6,-6,-2,2,-4.0
2147,H,30,37,D,W,W,L,W,W,-15,1,-7,3,-11.0
2148,H,29,23,W,L,W,D,L,W,-4,-11,6,5,-4.0
2149,H,25,63,L,W,L,D,D,W,-14,37,-38,-7,6.0
2150,A,18,51,L,D,L,W,L,W,-25,23,-33,-6,13.0
2151,A,39,48,D,D,W,W,L,L,-1,14,-9,1,15.0
2152,H,34,33,L,W,L,L,W,L,5,-5,1,1,-3.0
2153,D,10,44,D,L,L,W,L,D,-28,13,-34,-3,11.0
2154,H,38,20,W,W,W,L,L,D,2,-16,18,8,8.0
2155,H,48,41,W,L,L,D,W,L,14,19,7,-3,3.0
2156,H,37,10,L,L,W,D,L,L,0,-28,27,3,-5.0
2157,D,44,39,W,L,D,D,D,W,13,-1,5,2,-11.0
2158,D,32,33,W,W,L,L,W,L,-5,-5,-1,1,3.0
2159,H,20,10,L,L,D,D,L,L,-16,-28,10,0,-8.0
2160,H,40,41,W,L,L,L,D,W,2,18,-1,5,13.0
2161,D,34,30,D,L,W,L,W,D,-5,-3,4,0,1.0
2162,H,66,18,L,W,D,L,L,D,36,-27,48,7,-15.0
2163,H,33,36,D,W,W,W,W,D,-5,-13,-3,-6,10.0
2164,H,42,32,L,W,D,W,L,W,6,-1,10,-3,-7.0
2165,H,51,37,W,W,L,W,L,W,15,6,14,-2,-3.0
2166,A,26,31,L,W,D,W,W,L,-14,-9,-5,-2,10.0
2167,H,30,18,L,W,D,L,L,D,-3,-27,12,4,-6.0
2168,A,32,41,W,L,W,L,D,W,-1,18,-9,5,11.0
2169,D,51,34,W,W,L,D,L,W,15,-5,17,2,-6.0
2170,H,34,23,W,W,W,L,W,L,-8,-16,11,8,-5.0
2171,H,36,45,W,D,W,W,L,W,-3,9,-9,2,8.0
2172,A,26,69,L,L,W,W,L,W,-16,38,-43,-4,16.0
2173,D,42,36,D,W,W,L,W,W,5,-15,6,3,16.0
